product_no,brand,category,link,price,description,seller_id,name,image_link
1605,"",Аксессуары для телескопов,https://www.ozon.ru/product/150-kratnyy-astronomicheskiy-teleskop-f30070-zum-hd-otkrytyy-monokulyar-447184264/,5699,"Тип : Призма для телескопа
Цвет : Белый
",185341,150-кратный астрономический телескоп F30070 зум HD открытый монокуляр,https://cdn1.ozone.ru/s3/multimedia-5/6190634405.jpg
1606,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/iskatel-s-krasnoy-tochkoy-sky-watcher-s-dvumya-krepleniyami-210559770/,4840,"Тип : Оптический искатель
Гарантийный срок : 6 мес.
",24633,"Искатель с красной точкой Sky-Watcher, с двумя креплениями",https://cdn1.ozone.ru/s3/multimedia-m/6030477442.jpg
1607,MAK,Аксессуары для телескопов,https://www.ozon.ru/product/kreplenie-mak-verxnee-monolitnoe-dlya-pritselov-30mm-2500-3000-564912979/,25085,"Тип : Крепежная база
",103243,Крепление МАК верxнее монолитное для прицелов 30мм(2500-3000),https://cdn1.ozone.ru/s3/multimedia-h/6306367253.jpg
1608,"",Аксессуары для телескопов,https://www.ozon.ru/product/dvuhstvolnyy-infrakrasnyy-tsifrovoy-pribor-nochnogo-videniya-362441891/,11466,"Тип : Камера для телескопа
Цвет : Черный
Автоматика телескопа : Автонаведение
",196290,Двухствольный инфракрасный цифровой прибор ночного видения,https://cdn1.ozone.ru/s3/multimedia-w/6228695432.jpg
1609,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/sumka-levenhuk-zongo-80-dlya-teleskopa-sinyaya-bolshaya-304965498/,7751,"Тип : Сумка для телескопа
Цвет : Синий
",150546,Сумка Levenhuk Zongo 80 для телескопа Синяя большая,https://cdn1.ozone.ru/s3/multimedia-4/6085200844.jpg
1610,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/nabor-svetofiltrov-levenhuk-f4-solnechnaya-sistema-podarok-salfetka-dlya-uhoda-za-optikoy-levenhuk-564948778/,6296,"Тип : Светофильтр для телескопа
Диаметр объектива, мм : 1.25
Цвет : Черный
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",150546,Набор светофильтров Levenhuk F4 Солнечная система + ПОДАРОК Салфетка для ухода за оптикой Levenhuk P20 NG 15x20 см,https://cdn1.ozone.ru/s3/multimedia-t/6318284921.jpg
1611,Explore Scientific,Аксессуары для телескопов,https://www.ozon.ru/product/filtr-explore-scientific-2-orange-21-571460003/,3490,"Тип : Светофильтр для телескопа
",24633,"Фильтр Explore Scientific 2"" Orange №21",https://cdn1.ozone.ru/s3/multimedia-5/6309508385.jpg
1612,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/avtomobilnaya-antenna-dlya-ratsii-optim-cb-82-mag-323680477/,2460,"Тип : Радиоантенна
Длина кабеля 1, м : 4
Длина антенны, см : 58
Страна-изготовитель : Россия
",175252, Автомобильная антенна для рации OPTIM CB-82 MAG,https://cdn1.ozone.ru/s3/multimedia-8/6104928056.jpg
1613,RUICHI,Антенны для музыкальных центров,https://www.ozon.ru/product/ast-28-d6mm-s5-110-320mm-276451285/,337,"Тип : Радиоантенна
",172243,Телескопическая антенна AST-28 D6mm S5 110-320mm,https://cdn1.ozone.ru/s3/multimedia-l/6068989197.jpg
1614,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-teleskopicheskaya-dlya-ratsii-baofeng-i-kenwood-universalnaya-na-773-261297364/,490,"Тип : Радиоантенна
",106200,Антенна телескопическая для рации Baofeng и Kenwood (универсальная) NA-773 ,https://cdn1.ozone.ru/s3/multimedia-4/6062255452.jpg
1615,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-standartnaya-dlya-ratsiy-baofeng-kenwood-vector-s-razemom-sma-m-202185295/,575,"Тип : Радиоантенна
",63454,"Антенна ""стандартная""для раций Baofeng, Kenwood, Vector с разъемом  SMA-M",https://cdn1.ozone.ru/s3/multimedia-u/6046470018.jpg
1616,VECTORCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-ratsii-na-magnite-mini-mag-27-vectorcom-0-6-m-dlya-radiostantsii-si-bi-diapazona-27mgts-519758670/,1190,"Тип : Радиоантенна
Размещение : Уличная
Длина кабеля 1, м : 3
Длина антенны, см : 64
Гарантийный срок : 30 дней
Вид антенны : Внешняя
Страна-изготовитель : Китай
",296047,"Антенна для рации на магните Mini MAG 27 Vectorcom 0,6 м для радиостанции СИ БИ диапазона 27мГц",https://cdn1.ozone.ru/s3/multimedia-d/6270851809.jpg
1617,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/avtomobilnaya-antenna-optim-union-cb-mercury-dlya-radiostantsii-ratsii-si-bi-diapazona-446406346/,1590,"Тип : Радиоантенна
Размещение : Уличная
Длина антенны, см : 4
Гарантийный срок : 30 дней
Страна-изготовитель : Китай
Вид антенны : Внешняя
",296047,Автомобильная антенна OPTIM Union CB Mercury для радиостанции (рации) Си-Би  диапазона  27мГц дальнобой,https://cdn1.ozone.ru/s3/multimedia-8/6227158316.jpg
1618,"",Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/silikonovyy-chehol-dlya-besprovodnoy-blyutuz-kolonki-jbl-charge-5-chehol-s-remeshkom-dlya-jbl-325388921/,1683,"Тип : Чехол для портативной АС
Материал : Силикон
Внешние размеры, мм : 230
Размеры основного отделения, мм : 230
Цвет : Синий
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",193106,Силиконовый чехол для беспроводной (блютуз) колонки JBL Charge 5 / Чехол с ремешком для JBL Charge 5 / Чехол для Charge 5 синего цвета,https://cdn1.ozone.ru/s3/multimedia-o/6106383624.jpg
1619,TRONE,Стойки и крепления для HiFi,https://www.ozon.ru/product/kronshteyn-dlya-kolonok-kreplenie-dlya-akustiki-na-stenu-trone-ak15-chernyy-povorotno-naklonnye-308447158/,675,"Тип : Крепление для акустики/HiFi
Мин. диагональ экрана, дюймы : 0
Настенное крепление (VESA) : 50x50 мм
Максимальная нагрузка, кг : 5
Материал : Металл, Пластик
Регулировка крепления : Наклон, Вращение, Поворот
Мин. расстояние от стены, мм : 100
Макс. расстояние от стены, мм : 100
Макс. угол поворота (swivel) : 180°
Размеры, мм : 110x85x55
",158073,Кронштейн для колонок крепление для акустики на стену TRONE AK15 ЧЕРНЫЙ поворотно наклонные быстросъемные компактные для акустических колонок и акустических систем,https://cdn1.ozone.ru/s3/multimedia-q/6182919590.jpg
1620,Mercado,Аккумуляторные батарейки,https://www.ozon.ru/product/akkumulyatornye-batareyki-cj-rakieta-ni-mh-tip-aa-1-2v-2-sht-palchikovye-salatovye-524163747/,252,"Напряжение, В : 1.2
Емкость, мА•ч : 400
Количество в упаковке, шт : 2
Страна-изготовитель : Китай
Вес с упаковкой, г : 60
Вес товара, г : 60
Выходное напряжение : 1,2 В
Емкость, А•ч : 400
Упаковка : Пластиковый пакет
",38737,"Аккумуляторные батарейки CJ - Rakieta, Ni-MH, тип АА,  1.2V, 2 шт. (Пальчиковые) салатовые",https://cdn1.ozone.ru/s3/multimedia-2/6273255734.jpg
1621,"",Аккумуляторные батарейки,https://www.ozon.ru/product/akkumulyator-universalnyy-40h30h8-mm-3-7v-1200mah-dva-provoda-489105120/,686,"Напряжение, В : 3.7
Химический тип : Li-pol
Емкость, мА•ч : 1200
Длина, мм : 30
Вес с упаковкой, г : 20
Ширина, мм : 40
",114994,Аккумулятор универсальный 40х30х8 мм (3.7V) 1200mAh два провода,https://cdn1.ozone.ru/s3/multimedia-x/6249971937.jpg
1622,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-baofeng-uv-5r-shtatnaya-227072294/,399,"Тип : Радиоантенна
Размещение : Универсальная
Количество антенн : 1
Длина антенны, см : 15
Гарантийный срок : 14 дней
Вариант : 15 см.
Вид антенны : Внешняя
Страна-изготовитель : Китай
",106200,"Антенна для рации Baofeng UV-5R, UV-82, UV-9R PLUS 15см",https://cdn1.ozone.ru/s3/multimedia-2/6187844546.jpg
1623,Vipe,Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/silikonovyy-chehol-dlya-airpods-chernyy-313573011/,150,"Тип : Чехол для наушников, Чехол для портативной АС
Модель наушников : Apple AirPods, Apple AirPods 2
Материал : Силикон
Цвет : Черный
Страна-изготовитель : Китай
",207565,"Силиконовый чехол для AirPods, черный",https://cdn1.ozone.ru/s3/multimedia-z/6099264131.jpg
1624,"",Динамики,https://www.ozon.ru/product/dinamik-r130sh-15-07-4-om-rusaudio-313371323/,814,"Тип : Динамики для аудио/видеотехники
Страна-изготовитель : Россия
Вес товара, г : 500
",172243,Динамик Р130Ш 15-07 4 Ом / РУСАУДИО,https://cdn1.ozone.ru/s3/multimedia-a/6094853998.jpg
1625,RUICHI,Динамики,https://www.ozon.ru/product/dinamik-s1406-ruichi-313204157/,312,"Тип : Динамики для аудио/видеотехники
Страна-изготовитель : Китай
",172243,Динамик S1406 / RUICHI,https://cdn1.ozone.ru/s3/multimedia-h/6094736249.jpg
1626,Zegar,Аксессуары,https://www.ozon.ru/product/batareyka-aa-zegar-perezaryazhaemaya-palchikovaya-dlya-igrushek-dlya-geympadov-dlya-fotoapparatov-357963516/,799,"Форм-фактор батареи : AA
Напряжение, В : 1.5
Химический тип : Li-ion
Емкость, мА•ч : 1000
Количество в упаковке, шт : 1
Особенности : Обслуживаемая АКБ
Рекомендовано для : Универсальный
Вес товара, г : 20
Кол-во циклов заряд-разряд : 1000
Упаковка : Блистер, Easy pack
",33395,"Батарейка АА Zegar перезаряжаемая, пальчиковая, для игрушек, для геймпадов, для фотоаппаратов, для пульта, для мыши",https://cdn1.ozone.ru/s3/multimedia-a/6192622546.jpg
1627,"",Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/silikonovyy-chehol-dlya-besprovodnoy-blyutuz-kolonki-jbl-pulse-4-chehol-s-remeshkom-dlya-jbl-pulse-462316657/,2099,"Тип : Чехол для портативной АС
Материал : Силикон
Внешние размеры, мм : 96
Размеры основного отделения, мм : 207
Цвет : Черный
Вес товара, г : 140
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",193106,Силиконовый чехол для беспроводной (блютуз) колонки JBL Pulse 4 / Чехол с ремешком для JBL Pulse 4  / Чехол для переноски Pulse 4,https://cdn1.ozone.ru/s3/multimedia-t/6222027257.jpg
1628,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-ratsii-avtomobilnaya-optim-alfa-magnitnaya-c-diapazonom-chastot-27-mgts-si-bi-440120735/,2140,"Тип : Радиоантенна
Размещение : Уличная
Длина кабеля 1, м : 4
Длина антенны, см : 70
Вид антенны : Внешняя
Страна-изготовитель : Китай
",296047,Антеннa для рации автомобильная  OPTIM  ALFA магнитная c диапазоном частот 27 МГц (Си-Би),https://cdn1.ozone.ru/s3/multimedia-b/6240504491.jpg
1629,РЭМО,Антенны для музыкальных центров,https://www.ozon.ru/product/naruzhnaya-fm-antenna-remo-bas-1358-efir-365053762/,1425,"Тип : Радиоантенна
Размещение : Уличная
Коэффициент усиления антенны, dBi : 4
Размеры, мм : 1376х310х100
Вес товара, г : 1200
Гарантийный срок : 12 месяцев
Страна-изготовитель : Россия
",14688,Наружная FM антенна РЭМО BAS-1358 Эфир,https://cdn1.ozone.ru/s3/multimedia-9/6011322117.jpg
1630,OEM,Антенны для музыкальных центров,https://www.ozon.ru/product/ast-4-d6mm-s6-100-480mm-teleskopicheskaya-antenna-362426684/,310,"Тип : Радиоантенна
",165063,AST-4 D6mm S6 100-480mm телескопическая антенна,https://cdn1.ozone.ru/s3/multimedia-o/6135286872.jpg
1631,ABC,Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyatornaya-batareya-abc-dlya-kolonki-jbl-xtreme-12000-mah-7-4v-li-pol-334452932/,2544,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 7.4
Химический тип : Li-pol
Емкость, мА•ч : 12000
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Цвет : Синий
Гарантийный срок : 12 м
Вес товара, г : 182
Размеры, мм : 140x33x18 мм
",78231,Аккумуляторная батарея ABC для колонки JBL Xtreme 12000 mAh; 7.4V; Li-pol,https://cdn1.ozone.ru/s3/multimedia-g/6116927296.jpg
1632,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-antenna-dlya-baofeng-antenna-dlya-ratsii-uv-5r-82-bf-a58-200698287/,990,"Тип : Радиоантенна
Гарантийный срок : 14 дней
",28783," Антенна / Антенна для Baofeng / Антенна для рации UV-5R/82, BF-A58 ",https://cdn1.ozone.ru/s3/multimedia-t/6025181561.jpg
1655,L-tech,Стойки и крепления для HiFi,https://www.ozon.ru/product/stoyka-trenoga-dlya-akustiki-derzhatel-dlya-kolonok-298991166/,2090,"Тип : Стойка для акустики/HiFi
Максимальная нагрузка, кг : 60
Материал : Металл
Регулировка крепления : Высота
Гарантийный срок : 3 месяца
Цвет : Черный
Страна-изготовитель : Китай
Вес товара, г : 2000
Место крепления : На пол
",85668,Стойка тренога для акустики / держатель для колонок,https://cdn1.ozone.ru/s3/multimedia-p/6050618869.jpg
1633,Unico Metall,Аксессуары,https://www.ozon.ru/product/ucm-8204b-reguliruemaya-polka-dlya-pristavki-resivera-routera-universalnaya-podstavka-dlya-dvb-2-t2-496811533/,621,"Максимальная нагрузка, кг : 1
Материал : Металл
Регулировка крепления : Выдвижение, Высота
Макс. расстояние от стены, мм : 160
Размеры, мм : 283х153х140
Гарантийный срок : 5
Цвет : Черный
Особенности : Полка
Страна-изготовитель : Россия
Вес товара, г : 600
",52441,"UCM-8204B Регулируемая полка для приставки, ресивера , роутера, универсальная подставка для DVB-2, Т2, кронштейн крепление с возможностью установки сверху на телевизоры и мониторы любой диагонали",https://cdn1.ozone.ru/s3/multimedia-6/6256207398.jpg
1634,Baseus,Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/chehol-dlya-portativnoy-as-baseus-shining-hook-case-dlya-pods-1-2nd-generation-chernyy-168785400/,396,"Тип : Чехол для портативной АС
Материал : Пластик
Особенности : Карабин для переноски, Защита от воды
Партномер : ARAPPOD-A01
Цвет : Черный
Вес товара, г : 50
Страна-изготовитель : Китай
",667,"Чехол для портативной акустики Baseus Shining hook Case для Apple Airpods 1/2 (Аирподсы 1 и 2 поколения), черный",https://cdn1.ozone.ru/s3/multimedia-z/6004081283.jpg
1635,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/razem-antennyy-pl-259-na-kabel-rg-58-5-6mm-dlya-ratsii-1-sht-446645767/,270,"Тип : Радиоантенна
Гарантийный срок : 30 дней
Вариант : разъем - 1шт
Страна-изготовитель : Китай
",296047,"Разъем антенный PL-259 ( на кабель RG-58, 5-6мм) для рации (1 шт)",https://cdn1.ozone.ru/s3/multimedia-e/6312537398.jpg
1636,EMILIA,Стойки и крепления для HiFi,https://www.ozon.ru/product/stoyka-dlya-kolonok-trenoga-shtativ-pod-akustiku-speaker-stand-sps-502m-287074053/,1998,"Тип : Стойка для акустики/HiFi, Крепление для акустики/HiFi
Максимальная нагрузка, кг : 60
Материал : Металл, Пластик
Регулировка крепления : Выдвижение, Высота, Поворот
Гарантийный срок : 14
Цвет : Черный
Партномер : 021120
Место крепления : На пол
Вес товара, г : 1000
Страна-изготовитель : Китай
",68225,Стойка для колонок/ Тренога-штатив под акустику/ Speaker Stand SPS-502M,https://cdn1.ozone.ru/s3/multimedia-6/6140373042.jpg
1637,"",Панели для акустики,https://www.ozon.ru/product/usb-to-rs232-rs485-usb-modul-posledovatelnoy-svyazi-promyshlennogo-klassa-usb-232485-500005332/,1446,"Тип : Панель управления акустикой
Партномер : 20223583
",214752,USB TO RS232 RS485 USB Модуль последовательной связи промышленного класса USB-232485 Преобразователь сигналов,https://cdn1.ozone.ru/s3/multimedia-w/6230767952.jpg
1638,RUICHI,Антенны для музыкальных центров,https://www.ozon.ru/product/ast-18-d7mm-s5-150-450mm-276424837/,340,"Тип : Радиоантенна
",172243,Телескопическая антенна AST-18 D7mm S5 150-450mm,https://cdn1.ozone.ru/s3/multimedia-l/6068980593.jpg
1639,"",Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/silikonovyy-chehol-dlya-besprovodnoy-blyutuz-kolonki-jbl-charge-5-chehol-s-remeshkom-dlya-jbl-323460907/,1683,"Тип : Чехол для портативной АС
Материал : Силикон
Внешние размеры, мм : 230
Размеры основного отделения, мм : 230
Цвет : Оранжевый
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",193106,Силиконовый чехол для беспроводной (блютуз) колонки JBL Charge 5 / Чехол с ремешком для JBL Charge 5,https://cdn1.ozone.ru/s3/multimedia-1/6104308849.jpg
1640,"",Антивибрационные подставки,https://www.ozon.ru/product/konteyner-dlya-zamachivaniya-i-hraneniya-instrumentov-580645902/,490,"",366637,Контейнер для замачивания и хранения инструментов,https://cdn1.ozone.ru/s3/multimedia-n/6306153959.jpg
1641,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-ratsii-optim-cb-1200-vreznogo-tipa-dlya-radiostantsii-si-bi-diapazona-27mgts-dalnoboy-565065538/,2380,"Тип : Радиоантенна
Размещение : Уличная
Длина кабеля 1, м : 4
Длина антенны, см : 120
Направленность антенны : Ненаправленная
Радиус действия, км : 10
Вид антенны : Внешняя
Страна-изготовитель : Китай
",296047,Антенна для рации OPTIM CB 1200 врезного типа для радиостанции СИ БИ диапазона 27мГц (дальнобой),https://cdn1.ozone.ru/s3/multimedia-2/6281179406.jpg
1642,PROTEC,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-protec-phd-771-226501950/,899,"Тип : Радиоантенна
Размещение : Уличная
Количество антенн : 1
Коэффициент усиления антенны, dBi : 2.15
Длина антенны, см : 39
Гарантийный срок : 14 дней
Страна-изготовитель : Япония
Вид антенны : Внешняя
",106200,Антенна для рации удлинённая гибкая 39см Protec PHD-771 (Япония),https://cdn1.ozone.ru/s3/multimedia-k/6040236104.jpg
1643,Выживай,Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyator-18650-liitokala-lii-35s-3500mach-s-pimpochkoy-2sht-347708315/,977,"Форм-фактор батареи : 18650
Напряжение, В : 3.7
Химический тип : Li-ion
Емкость, мА•ч : 3500
Количество в упаковке, шт : 2
Емкость, Вт•ч : 12.9
Макс. выходной ток : 10
Особенности : Быстрая зарядка Quick Charge, Влагозащитный корпус
Длина, мм : 67.3
Высота, мм : 67.3
",60557,Аккумулятор 18650 LiitoKala Lii-35S 3500мАч с пимпочкой (2шт),https://cdn1.ozone.ru/s3/multimedia-d/6124970701.jpg
1752,RUICHI,Динамики,https://www.ozon.ru/product/dinamik-yd103-29-5w-4ohm-ruichi-313344645/,373,"Тип : Динамики для аудио/видеотехники
Страна-изготовитель : Китай
",172243,Динамик YD103-29 5W 4ohm / RUICHI,https://cdn1.ozone.ru/s3/multimedia-d/6094830061.jpg
1644,"",Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyator-dlya-jbl-charge-2-p763098-jbl-charge-2-plus-gsp1029102r-cs-jml310sl-p763098-01-6000mah-533086090/,1540,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 3.7
Химический тип : Li-ion
Емкость, мА•ч : 6000
Страна-изготовитель : Китай
Партномер : P763098,GSP1029102R,CS-JML310SL,P763098.01
Гарантийный срок : 6 месяцев
Вес с упаковкой, г : 390
Рекомендовано для : JBL
",138824,"Аккумулятор для JBL CHARGE 2 / P763098 / JBL Charge 2 Plus / GSP1029102R / CS-JML310SL / P763098.01 (6000mAh, 3.7V)",https://cdn1.ozone.ru/s3/multimedia-0/6277561656.jpg
1645,RageX,Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyatornaya-batareya-dlya-jbl-charge-3-2016-goda-6000mah-3-7v-ragex-240155773/,1587,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 3.7
Химический тип : Li-pol
Емкость, мА•ч : 6000
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Гарантийный срок : 6 месяцев
Размеры, мм : 100*30*10
Выходное напряжение : 3,7 В
Вес товара, г : 300
",84839,"Аккумуляторная батарея для JBL Charge 3 2016 года 6000mAh 3,7V RageX",https://cdn1.ozone.ru/s3/multimedia-0/6049642200.jpg
1646,"",Антивибрационные подставки,https://www.ozon.ru/product/tekstolit-fr4-1-1-5mm-100h150-odnostoronniy-491243741/,360,"Тип : Антивибрационная подставка
",161826,"текстолит FR4-1 1.5мм, 100х150 односторонний",https://cdn1.ozone.ru/s3/multimedia-2/6251692562.jpg
1647,"",Стойки и крепления для HiFi,https://www.ozon.ru/product/kronshteyn-dlya-umnoy-kolonki-dlya-stantsii-nastennyy-536599846/,881,"Тип : Крепление для акустики/HiFi
Максимальная нагрузка, кг : 25
Материал : Металл
Регулировка крепления : Высота
Макс. расстояние от стены, мм : 205
Размеры, мм : 205х85
Цвет : Черный матовый
Вес товара, г : 498
Место крепления : На стену
Страна-изготовитель : Россия
",120969,"Кронштейн для ""Умной колонки"" (Для станции) настенный",https://cdn1.ozone.ru/s3/multimedia-f/6286583631.jpg
1648,"",Панели для акустики,https://www.ozon.ru/product/ambushyury-iz-iskusstvennoy-kozhi-penoplastovye-naushniki-podushechki-dlya-ushey-s-zamenoy-477749890/,829,"Тип : Панель управления акустикой
Партномер : 2022122801
",214752,Амбушюры из искусственной кожи пенопластовые наушники подушечки для ушей с заменой зажима для наушников Marshall Major III 3 черный,https://cdn1.ozone.ru/s3/multimedia-8/6093113540.jpg
1649,OPTIMCOM,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-ratsii-avtomobilnaya-optim-super-9-vreznaya-s-diapazonom-chastot-27mgts-si-bi-444129682/,2630,"Тип : Радиоантенна
Размещение : Уличная
Количество антенн : 1
Длина кабеля 1, м : 4
Длина антенны, см : 155
Вид антенны : Внешняя
",296047,Антенна для рации автомобильная  OPTIM SUPER 9 врезная с диапазоном частот 27Мгц (Си-Би),https://cdn1.ozone.ru/s3/multimedia-m/6250418326.jpg
1650,Holder,Стойки и крепления для HiFi,https://www.ozon.ru/product/kronshteyn-holder-lss-6001-chernyy-dlya-akusticheskih-sistem-nastennyy-max-5kg-570245602/,1071,"Тип : Крепление для акустики/HiFi
Максимальная нагрузка, кг : 5
Материал : Металл, Пластик
Регулировка крепления : Наклон, Поворот
Мин. расстояние от стены, мм : 60
Макс. расстояние от стены, мм : 60
Макс. угол поворота (swivel) : 180°
Размеры, мм : 81x60
Макс. угол наклона вверх : 0°
Макс. угол наклона вниз : 15°
",176608,Кронштейн Holder LSS-6001 черный для акустических систем настенный max 5кг,https://cdn1.ozone.ru/s3/multimedia-0/6308872188.jpg
1651,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-baofeng-magnitnaya-avto-14-5-sm-572253488/,399,"Тип : Радиоантенна
Размещение : Уличная
Количество антенн : 1
Длина кабеля 1, м : 3
Длина антенны, см : 14.5
Гарантийный срок : 14 дней
Вариант : 14,5 см.
Вид антенны : Внешняя
Страна-изготовитель : Китай
",106200,"Антенна Baofeng магнитная авто 14,5 см",https://cdn1.ozone.ru/s3/multimedia-j/6309909403.jpg
1652,Baofeng,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dlya-ratsii-diamond-srh805s-sma-f-321865171/,436,"Тип : Радиоантенна
Размещение : Универсальная
Количество антенн : 1
Длина антенны, см : 4
Радиус действия, км : 1
",29141,Антенна для рации Diamond SRH805S sma-f,https://cdn1.ozone.ru/s3/multimedia-c/6103450332.jpg
1653,Vipe,Чехлы,https://www.ozon.ru/product/plastikovyy-chehol-dlya-airpods-chernyy-313569923/,399,"Тип : Чехол для наушников, Чехол для портативной АС
Модель наушников : Apple AirPods, Apple AirPods 2
Материал : Пластик
Цвет : Черный
Страна-изготовитель : Китай
",207565,"Пластиковый чехол для AirPods, черный",https://cdn1.ozone.ru/s3/multimedia-2/6094941542.jpg
1654,for airpods,Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/ultratonkiy-silikonovyy-chehol-nam-dlya-naushnikov-apple-airpods-pro-epl-airpods-pro-myatnyy-chehol-515267001/,204,"Модель наушников : Apple AirPods
Материал : Силикон
Особенности : Противоударный
Серии : Новые технологии
Цвет : Мятный
Вес товара, г : 40
Страна-изготовитель : Китай
",392394,"Ультратонкий силиконовый чехол NAM для наушников Apple AirPods Pro / Эпл Аирподс про, мятный чехол для айрподсов  ",https://cdn1.ozone.ru/s3/multimedia-2/6267917042.jpg
1753,ABBREE,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-skladnaya-abbree-ar-152a-321866853/,955,"Тип : Радиоантенна
",29141,Антенна складная ABBREE AR-152A ,https://cdn1.ozone.ru/s3/multimedia-j/6103450159.jpg
1656,Espada,Антенны и усилители,https://www.ozon.ru/product/vsenapravlennaya-universalnaya-antenna-dlya-wifi-routerov-usilenie-5-dbi-komplekt-2-sht-486649074/,757,"Размещение : Для помещений
Стандарты связи : 2G, 3G, 4G, LTE, MiMo, Wi-Fi
Количество антенн : 2
Коэффициент усиления антенны, dBi : 5
Интерфейсы : SMA
",80797,"Всенаправленная универсальная антенна для WIFI роутеров, усиление 5 dBi. (комплект 2 шт.)",https://cdn1.ozone.ru/s3/multimedia-1/6248454145.jpg
1657,NAGOYA,Антенны для музыкальных центров,https://www.ozon.ru/product/antenna-dvuhdiapazonnaya-nagoya-na-771-sma-female-dlya-ratsii-423731947/,349,"Тип : Антенный усилитель, Радиоантенна
Длина антенны, см : 38
Гарантийный срок : 3 месяца
Страна-изготовитель : Китай
",296047,Антенна двухдиапазонная Nagoya NA-771 (SMA - Female) для рации,https://cdn1.ozone.ru/s3/multimedia-w/6198852476.jpg
1658,"",Радиолампы,https://www.ozon.ru/product/passik-dlya-proigryvatelya-vega-epu-g-602-poludlinna-233mm-477868003/,990,"Тип : Радиолампа
Вес товара, г : 10
",345475,Пассик для проигрывателя Вега ЭПУ G-602 полудлинна 233мм.,https://cdn1.ozone.ru/s3/multimedia-6/6243939714.jpg
1659,"",Антивибрационные подставки,https://www.ozon.ru/product/tekstolit-fr4-1-1-5mm-100h200-odnostoronniy-491243322/,380,"Тип : Антивибрационная подставка
",161826,"текстолит FR4-1 1.5мм, 100х200 односторонний",https://cdn1.ozone.ru/s3/multimedia-g/6251692576.jpg
1660,"",Запчасти для портативной акустики,https://www.ozon.ru/product/akkumulyator-gsp872693-dlya-jbl-flip-3-263283194/,1350,"Тип : Аккумулятор для портативной акустики
Напряжение, В : 3.7
Химический тип : Li-pol
Емкость, мА•ч : 3000
Количество в упаковке, шт : 1
Страна-изготовитель : Китай
Емкость, Вт•ч : 11.1
Гарантийный срок : 14 дней
Вес товара, г : 200
Размеры, мм : 5 pin
",40587,Аккумулятор GSP872693 для JBL Flip 3,https://cdn1.ozone.ru/s3/multimedia-d/6063331357.jpg
1661,"",Чехлы для плееров и аудиосистем,https://www.ozon.ru/product/silikonovyy-chehol-dlya-jbl-flip-6-zashchitnyy-chehol-dlya-originalnoy-kolonki-jbl-flip-6-chehol-564650277/,1683,"Тип : Чехол для портативной АС
Материал : Силикон
Внешние размеры, мм : 75
Размеры основного отделения, мм : 190
Цвет : Черный
Вес товара, г : 90
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",193106,Силиконовый чехол для JBL FLIP 6 / Защитный чехол для оригинальной колонки JBL FLIP 6 / Чехол с ремешком для портативной колонки JBL Flip 6 / ,https://cdn1.ozone.ru/s3/multimedia-v/6304409371.jpg
